time,subj_course_id,sec_code,sec_id,prof,available,waitlist,total,enrolled_ct
1655630428873,ANTH 23,A06,085837,Stewart; Alexander B,0,0,0,0
1655630428873,ANTH 23,A07,085838,Stewart; Alexander B,0,0,0,0
1655630429403,ANTH 87,A00,085842,Staff,20,0,20,0
1655630429403,ANTH 87,B00,085843,Staff,20,0,20,0
1655630429935,ANTH 101,A01,085873,Goldstein; Paul S,8,0,32,24
1655630429935,ANTH 101,A02,085874,Goldstein; Paul S,16,0,32,16
1655630429935,ANTH 101,A03,085875,Goldstein; Paul S,24,0,32,8
1655630429935,ANTH 101,A04,085876,Goldstein; Paul S,12,0,32,20
1655630430459,ANTH 105,A00,085877,Staff,8,0,40,32
1655630430986,ANTH 108,A00,085878,Staff,15,0,32,17
1655630431515,ANTH 192,A00,094234,Kaiser; Bronwyn Nicole & Non; Amy L,16,0,20,4
1655630432038,ANTH 196A,A00,085879,Varma; Saiba,16,0,20,4
1655630432592,AWP 3,001,085697,Staff,13,0,13,0
1655630432592,AWP 3,002,085698,Staff,11,0,13,2
1655630432592,AWP 3,003,085699,Staff,13,0,13,0
1655630432592,AWP 3,004,085700,Staff,0,0,0,0
1655630432592,AWP 3,005,085701,Staff,0,0,0,0
1655630432592,AWP 3,006,085703,Staff,0,0,0,0
1655630432592,AWP 3,007,085704,Staff,13,0,13,0
1655630432592,AWP 3,008,085707,Staff,0,0,0,0
1655630432592,AWP 3,009,085709,Staff,11,0,13,2
1655630432592,AWP 3,010,085710,Staff,13,0,13,0
1655630432592,AWP 3,011,085711,Staff,0,0,0,0
1655630432592,AWP 3,012,085712,Staff,0,0,0,0
1655630432592,AWP 3,013,085713,Staff,13,0,13,0
1655630432592,AWP 3,014,085715,Staff,12,0,13,1
1655630432592,AWP 3,015,085717,Staff,12,0,13,1
1655630432592,AWP 3,016,085719,Staff,13,0,13,0
1655630432592,AWP 3,017,085720,Staff,11,0,13,2
1655630432592,AWP 3,018,085721,Staff,12,0,13,1
1655630432592,AWP 3,019,085722,Staff,13,0,13,0
1655630432592,AWP 3,020,085723,Staff,13,0,13,0
1655630432592,AWP 3,021,085724,Staff,13,0,13,0
1655630432592,AWP 3,022,085725,Staff,12,0,13,1
1655630432592,AWP 3,023,085726,Staff,13,0,13,0
1655630432592,AWP 3,024,085727,Staff,13,0,13,0
1655630432592,AWP 3,025,085728,Staff,13,0,13,0
1655630432592,AWP 3,026,085729,Staff,12,0,13,1
1655630432592,AWP 3,027,085730,Staff,9,0,13,4
1655630432592,AWP 3,028,085731,Staff,11,0,13,2
1655630432592,AWP 3,029,085732,Staff,12,0,13,1
1655630432592,AWP 3,030,085733,Staff,13,0,13,0
1655630432592,AWP 3,031,085734,Staff,13,0,13,0
1655630432592,AWP 3,032,085735,Staff,13,0,13,0
1655630432592,AWP 3,033,085736,Staff,13,0,13,0
1655630432592,AWP 3,034,085737,Staff,11,0,13,2
1655630432592,AWP 3,035,085738,Staff,13,0,13,0
1655630432592,AWP 3,036,085739,Staff,13,0,13,0
1655630432592,AWP 3,037,085740,Staff,12,0,13,1
1655630432592,AWP 3,038,085741,Staff,13,0,13,0
1655630432592,AWP 3,039,085742,Staff,13,0,13,0
1655630432592,AWP 3,040,085743,Staff,12,0,13,1
1655630432592,AWP 3,041,085744,Staff,13,0,13,0
1655630432592,AWP 3,042,085745,Staff,13,0,13,0
1655630432592,AWP 3,043,085746,Staff,13,0,13,0
1655630432592,AWP 3,044,085747,Staff,13,0,13,0
1655630432592,AWP 3,045,085748,Staff,13,0,13,0
1655630432592,AWP 3,046,085749,Staff,7,0,13,6
1655630432592,AWP 3,047,085750,Staff,13,0,13,0
1655630432592,AWP 3,048,085751,Staff,13,0,13,0
1655630432592,AWP 3,049,085752,Staff,13,0,13,0
1655630432592,AWP 3,050,085753,Staff,13,0,13,0
1655630432592,AWP 3,051,085754,Staff,12,0,13,1
1655630432592,AWP 3,052,085755,Staff,0,0,0,0
1655630432592,AWP 3,053,085756,Staff,12,0,13,1
1655630432592,AWP 3,054,085757,Staff,0,0,0,0
1655630432592,AWP 3,055,085758,Staff,13,0,13,0
1655630432592,AWP 3,056,085759,Staff,13,0,13,0
1655630432592,AWP 3,057,085760,Staff,13,0,13,0
1655630432592,AWP 3,058,085761,Staff,13,0,13,0
1655630432592,AWP 3,059,085762,Staff,12,0,13,1
1655630432592,AWP 3,060,085763,Staff,12,0,13,1
1655630432592,AWP 3,061,085764,Staff,13,0,13,0
1655630432592,AWP 3,062,085765,Staff,13,0,13,0
1655630432592,AWP 3,063,085766,Staff,13,0,13,0
1655630432592,AWP 3,064,085767,Staff,10,0,13,3
1655630432592,AWP 3,065,085768,Staff,13,0,13,0
1655630432592,AWP 3,066,085769,Staff,0,0,0,0
1655630433127,AWP 4A,001,085770,Staff,0,0,0,0
1655630433127,AWP 4A,002,085771,Staff,11,0,13,2
1655630433127,AWP 4A,003,085772,Staff,11,0,13,2
1655630433127,AWP 4A,004,085773,Staff,13,0,13,0
1655630433127,AWP 4A,005,085774,Staff,0,0,0,0
1655630433127,AWP 4A,006,085775,Staff,12,0,13,1
1655630433127,AWP 4A,007,085776,Staff,0,0,0,0
1655630433127,AWP 4A,008,085777,Staff,0,0,0,0
1655630433127,AWP 4A,009,085778,Staff,0,0,0,0
1655630433127,AWP 4A,010,085779,Staff,13,0,13,0
1655630433127,AWP 4A,011,085780,Staff,13,0,13,0
1655630433127,AWP 4A,012,085781,Staff,0,0,0,0
1655630433127,AWP 4A,013,085782,Staff,13,0,13,0
1655630433127,AWP 4A,014,085783,Staff,13,0,13,0
1655630433127,AWP 4A,015,085784,Staff,0,0,0,0
1655630433127,AWP 4A,016,085785,Staff,13,0,13,0
1655630433127,AWP 4A,017,085786,Staff,13,0,13,0
1655630433127,AWP 4A,018,085787,Staff,0,0,0,0
1655630433127,AWP 4A,019,085788,Staff,13,0,13,0
1655630433127,AWP 4A,020,085789,Staff,13,0,13,0
1655630433127,AWP 4A,021,085790,Staff,0,0,0,0
1655630433127,AWP 4A,022,085791,Staff,13,0,13,0
1655630433127,AWP 4A,023,085792,Staff,0,0,0,0
1655630433127,AWP 4A,024,085793,Staff,0,0,0,0
1655630433127,AWP 4A,025,085794,Staff,13,0,13,0
1655630433127,AWP 4A,026,085795,Staff,13,0,13,0
1655630433127,AWP 4A,027,085796,Staff,13,0,13,0
1655630433127,AWP 4A,028,085797,Staff,13,0,13,0
1655630433127,AWP 4A,029,085798,Staff,0,0,0,0
1655630433127,AWP 4A,030,085799,Staff,0,0,0,0
1655630433127,AWP 4A,031,093835,Staff,0,0,0,0
1655630433651,AWP 4B,001,085800,Staff,0,2,0,7
1655630433651,AWP 4B,002,085801,Staff,0,0,0,9
1655630434176,BENG 2,A00,085936,Wheeler; Bruce Christopher,20,0,30,10
1655630434706,BENG 110,A01,085939,Mc Culloch; Andrew Douglas,0,0,33,33
1655630434706,BENG 110,A02,085940,Mc Culloch; Andrew Douglas,0,1,35,35
1655630434706,BENG 110,A03,085941,Mc Culloch; Andrew Douglas,0,4,30,30
1655630435232,BENG 119A,A01,085943,Wheeler; Bruce Christopher,22,0,30,8
1655630435754,BENG 122A,A01,085945,Cauwenberghs; Gert,2,0,25,23
1655630435754,BENG 122A,A02,085946,Cauwenberghs; Gert,17,0,25,8
1655630435754,BENG 122A,A03,085947,Cauwenberghs; Gert,17,0,25,8
1655630436284,BENG 126A,A01,085949,Wheeler; Bruce Christopher,29,0,30,1
1655630436809,BENG 127A,A01,085951,Wheeler; Bruce Christopher,28,0,30,2
1655630437333,BENG 128A,A01,085953,Wheeler; Bruce Christopher,29,0,30,1
1655630437858,BENG 134,A01,085955,Smarr; Benjamin,17,0,40,23
1655630438384,BENG 135,A00,085956,Wheeler; Bruce Christopher,7,0,30,23
1655630438914,BENG 141,A00,085958,Lal; Ratnesh,9,0,50,41
1655630439440,BENG 147A,A01,085963,Wheeler; Bruce Christopher,28,0,30,2
1655630439969,BENG 148A,A01,085967,Wheeler; Bruce Christopher,30,0,30,0
1655630440493,BENG 149A,A01,085969,Wheeler; Bruce Christopher,30,0,30,0
1655630441022,BENG 161A,A01,085971,Fraley; Stephanie I.,11,0,25,14
1655630441022,BENG 161A,A02,085972,Fraley; Stephanie I.,6,0,25,19
1655630441022,BENG 161A,A03,085973,Fraley; Stephanie I.,2,0,25,23
1655630441551,BENG 162,A01,085975,Mali; Prashant Gulab Ram,0,2,30,35
1655630441551,BENG 162,A02,085976,Mali; Prashant Gulab Ram,10,0,30,20
1655630442076,BENG 166A,A00,085977,Sah; Robert Lie-Yuan,19,0,70,51
1655630442601,BENG 169A,A01,085982,Wheeler; Bruce Christopher,27,0,30,3
1655630443128,BENG 179A,A01,085984,Wheeler; Bruce Christopher,26,0,30,4
1655630443653,BENG 183,A01,085986,Zhong; Sheng,0,1,30,30
1655630443653,BENG 183,A02,085987,Zhong; Sheng,2,0,30,28
1655630443653,BENG 183,A03,085988,Zhong; Sheng,0,0,30,30
1655630444181,BENG 187B,A00,085989,Wheeler; Bruce Christopher,47,0,170,123
1655630444707,BENG 196,001,094047,Engler; Adam J.,9999,0,9999,0
1655630445238,BIBC 100,A01,092918,Huffaker; Alisa,0,4,19,19
1655630445238,BIBC 100,A02,092919,Huffaker; Alisa,0,4,19,19
1655630445238,BIBC 100,A03,092920,Huffaker; Alisa,0,3,19,19
1655630445238,BIBC 100,A04,092921,Huffaker; Alisa,0,4,19,19
1655630445238,BIBC 100,A05,092922,Huffaker; Alisa,0,3,19,19
1655630445238,BIBC 100,A06,092923,Huffaker; Alisa,0,5,19,19
1655630445238,BIBC 100,A07,092924,Huffaker; Alisa,0,3,19,19
1655630445238,BIBC 100,A08,092925,Huffaker; Alisa,0,4,19,19
1655630445238,BIBC 100,A09,092926,Huffaker; Alisa,0,4,19,19
1655630445238,BIBC 100,A10,092927,Huffaker; Alisa,0,4,19,19
1655630445784,BIBC 102,A01,092997,Schmelz; Eric Alexander,0,6,19,19
1655630445784,BIBC 102,A02,092998,Schmelz; Eric Alexander,0,5,19,19
1655630445784,BIBC 102,A03,092999,Schmelz; Eric Alexander,0,7,19,19
1655630445784,BIBC 102,A04,093000,Schmelz; Eric Alexander,0,5,19,19
1655630445784,BIBC 102,A05,093001,Schmelz; Eric Alexander,0,6,19,19
1655630445784,BIBC 102,A06,093002,Schmelz; Eric Alexander,0,5,19,19
1655630445784,BIBC 102,A07,093003,Schmelz; Eric Alexander,0,5,19,19
1655630445784,BIBC 102,A08,093004,Schmelz; Eric Alexander,0,5,19,19
1655630445784,BIBC 102,A09,093005,Schmelz; Eric Alexander,0,5,19,19
1655630445784,BIBC 102,B01,093064,Coleman; Aaron B.,0,5,19,19
1655630445784,BIBC 102,B02,093065,Coleman; Aaron B.,0,4,19,19
1655630445784,BIBC 102,B03,093066,Coleman; Aaron B.,0,5,19,19
1655630445784,BIBC 102,B04,093067,Coleman; Aaron B.,0,8,19,19
1655630445784,BIBC 102,B05,093068,Coleman; Aaron B.,0,6,19,19
1655630445784,BIBC 102,B06,093069,Coleman; Aaron B.,0,6,19,19
1655630445784,BIBC 102,B07,093070,Coleman; Aaron B.,0,5,19,19
1655630445784,BIBC 102,B08,093071,Coleman; Aaron B.,0,6,19,19
1655630445784,BIBC 102,B09,093072,Coleman; Aaron B.,0,4,19,19
1655630446313,BIBC 103,A01,089887,Bozinovic; Goran,0,4,24,24
1655630446313,BIBC 103,A02,089888,Bozinovic; Goran,0,3,24,24
1655630446313,BIBC 103,B01,089890,Burg; Michael,0,4,24,24
1655630446313,BIBC 103,B02,089891,Burg; Michael,0,2,24,24
1655630446313,BIBC 103,C01,089893,Beyhan; Sinem,0,6,24,24
1655630446313,BIBC 103,C02,089894,Beyhan; Sinem,0,6,24,24
1655630446313,BIBC 103,D01,089896,Coleman; Aaron B.,0,5,24,24
1655630446313,BIBC 103,D02,089897,Coleman; Aaron B.,0,6,24,24
1655630446838,BIBC 194,A00,089898,Hui; Enfu,0,9,27,27
1655630447370,BICD 100,A01,092396,Smith; Laurie,6,0,22,16
1655630447370,BICD 100,A02,092397,Smith; Laurie,12,0,22,10
1655630447370,BICD 100,A03,092398,Smith; Laurie,14,0,22,8
1655630447370,BICD 100,A04,092399,Smith; Laurie,18,0,22,4
1655630447370,BICD 100,A05,092400,Smith; Laurie,20,0,22,2
1655630447370,BICD 100,A06,092401,Smith; Laurie,9,0,22,13
1655630447370,BICD 100,A07,092402,Smith; Laurie,20,0,22,2
1655630447370,BICD 100,A08,092403,Smith; Laurie,15,0,22,7
1655630447370,BICD 100,B01,093073,Mueller; Liam O'Connor,0,1,22,22
1655630447370,BICD 100,B02,093074,Mueller; Liam O'Connor,0,2,22,22
1655630447370,BICD 100,B03,093075,Mueller; Liam O'Connor,0,2,22,22
1655630447370,BICD 100,B04,093076,Mueller; Liam O'Connor,0,1,22,22
1655630447370,BICD 100,B05,093077,Mueller; Liam O'Connor,0,3,22,22
1655630447370,BICD 100,B06,093078,Mueller; Liam O'Connor,0,2,22,22
1655630447370,BICD 100,B07,093079,Mueller; Liam O'Connor,0,2,22,22
1655630447370,BICD 100,B08,093080,Mueller; Liam O'Connor,0,2,22,22
1655630447370,BICD 100,C01,093021,McDonnell; Lisa Marie,5,0,22,17
1655630447370,BICD 100,C02,093022,McDonnell; Lisa Marie,0,0,22,22
1655630447370,BICD 100,C03,093023,McDonnell; Lisa Marie,0,0,22,22
1655630447370,BICD 100,C04,093024,McDonnell; Lisa Marie,0,0,22,22
1655630447370,BICD 100,C05,093025,McDonnell; Lisa Marie,0,0,22,22
1655630447370,BICD 100,C06,093026,McDonnell; Lisa Marie,14,0,22,8
1655630447370,BICD 100,C07,093027,McDonnell; Lisa Marie,1,0,22,21
1655630447370,BICD 100,C08,093028,McDonnell; Lisa Marie,2,0,22,20
1655630447370,BICD 100,D01,093081,Day; Christopher D,0,4,22,22
1655630447370,BICD 100,D02,093082,Day; Christopher D,0,9,22,22
1655630447370,BICD 100,D03,093083,Day; Christopher D,0,5,22,22
1655630447370,BICD 100,D04,093084,Day; Christopher D,0,4,22,22
1655630447370,BICD 100,D05,093085,Day; Christopher D,0,5,22,22
1655630447370,BICD 100,D06,093086,Day; Christopher D,0,6,22,22
1655630447370,BICD 100,D07,093087,Day; Christopher D,0,6,22,22
1655630447370,BICD 100,D08,093088,Day; Christopher D,0,5,22,22
1655630447905,BICD 110,A01,093089,Kiger; Amy,21,0,32,11
1655630447905,BICD 110,A02,093091,Kiger; Amy,28,0,32,4
1655630447905,BICD 110,A03,093092,Kiger; Amy,28,0,32,4
1655630447905,BICD 110,A04,093093,Kiger; Amy,22,0,32,10
1655630447905,BICD 110,A05,093094,Kiger; Amy,16,0,32,16
1655630447905,BICD 110,A06,093095,Kiger; Amy,29,0,32,3
1655630447905,BICD 110,A07,093096,Kiger; Amy,30,0,32,2
1655630447905,BICD 110,B01,093029,Grossman; Emily N,0,0,32,32
1655630447905,BICD 110,B02,093030,Grossman; Emily N,1,0,32,31
1655630447905,BICD 110,B03,093031,Grossman; Emily N,1,0,32,31
1655630447905,BICD 110,B04,093032,Grossman; Emily N,0,0,32,32
1655630447905,BICD 110,B05,093033,Grossman; Emily N,1,0,32,31
1655630447905,BICD 110,B06,093034,Grossman; Emily N,1,0,32,31
1655630447905,BICD 110,B07,093035,Grossman; Emily N,0,1,32,32
1655630448432,BICD 140,A01,093097,Zuniga; Elina I,0,1,32,32
1655630448432,BICD 140,A02,093098,Zuniga; Elina I,0,4,32,32
1655630448432,BICD 140,A03,093099,Zuniga; Elina I,0,1,32,32
1655630448432,BICD 140,A04,093100,Zuniga; Elina I,10,0,32,22
1655630448432,BICD 140,A05,093101,Zuniga; Elina I,0,0,32,32
1655630448432,BICD 140,A06,093102,Zuniga; Elina I,0,0,32,32
1655630448964,BIEB 102,A01,092528,Butler; Shannon Rhey,0,6,27,27
1655630448964,BIEB 102,A02,092529,Butler; Shannon Rhey,0,7,27,27
1655630448964,BIEB 102,A03,092530,Butler; Shannon Rhey,0,4,27,27
1655630448964,BIEB 102,A04,092531,Butler; Shannon Rhey,0,6,27,27
1655630448964,BIEB 102,A05,092532,Butler; Shannon Rhey,0,6,27,27
1655630448964,BIEB 102,A06,092533,Butler; Shannon Rhey,0,5,27,27
1655630448964,BIEB 102,A07,092534,Butler; Shannon Rhey,0,5,27,27
1655630449489,BIEB 121,A00,089907,Holway; David A.,0,27,32,32
1655630450019,BIEB 126,A01,092974,Kohn; Joshua R,0,0,27,27
1655630450019,BIEB 126,A02,092975,Kohn; Joshua R,12,0,27,15
1655630450019,BIEB 126,A03,092976,Kohn; Joshua R,8,0,27,19
1655630450019,BIEB 126,A04,092977,Kohn; Joshua R,10,0,27,17
1655630450019,BIEB 126,A05,092978,Kohn; Joshua R,24,0,27,3
1655630450545,BIEB 146,A01,093054,Petrie; Katherine Lynn,0,13,27,27
1655630450545,BIEB 146,A02,093055,Petrie; Katherine Lynn,0,11,27,27
1655630450545,BIEB 146,A03,093056,Petrie; Katherine Lynn,0,10,27,27
1655630450545,BIEB 146,A04,093057,Petrie; Katherine Lynn,0,14,27,27
1655630450545,BIEB 146,A05,093058,Petrie; Katherine Lynn,0,12,27,27
1655630450545,BIEB 146,A06,093059,Petrie; Katherine Lynn,0,10,27,27
1655630450545,BIEB 146,A07,093060,Petrie; Katherine Lynn,0,11,27,27
1655630450545,BIEB 146,A08,093061,Petrie; Katherine Lynn,0,10,27,27
1655630450545,BIEB 146,A09,093062,Petrie; Katherine Lynn,0,10,27,27
1655630451071,BIEB 150,A01,093103,Rennison; Diana,0,3,27,27
1655630451071,BIEB 150,A02,093104,Rennison; Diana,0,4,27,27
1655630451071,BIEB 150,A03,093105,Rennison; Diana,0,4,27,27
1655630451071,BIEB 150,A04,093106,Rennison; Diana,0,2,27,27
1655630451071,BIEB 150,A05,093107,Rennison; Diana,0,2,27,27
1655630451071,BIEB 150,A06,093108,Rennison; Diana,0,2,27,27
1655630451601,BIEB 158,A01,094057,Reese; Aspen Taylor & Jackrel; Sara,0,1,32,32
1655630451601,BIEB 158,A02,094058,Reese; Aspen Taylor & Jackrel; Sara,0,0,32,32
1655630451601,BIEB 158,A03,094059,Reese; Aspen Taylor & Jackrel; Sara,9,0,32,23
1655630451601,BIEB 158,A04,094060,Reese; Aspen Taylor & Jackrel; Sara,28,0,32,4
1655630452138,BIEB 174,A01,092465,Cleland; Elsa Eleanor & Barton; Andrew David,13,0,27,14
1655630452138,BIEB 174,A02,092466,Cleland; Elsa Eleanor & Barton; Andrew David,0,1,27,27
1655630452138,BIEB 174,A03,092467,Cleland; Elsa Eleanor & Barton; Andrew David,0,2,27,27
1655630452138,BIEB 174,A04,092468,Cleland; Elsa Eleanor & Barton; Andrew David,0,1,27,27
1655630452138,BIEB 174,A05,092469,Cleland; Elsa Eleanor & Barton; Andrew David,0,1,27,27
1655630452138,BIEB 174,A06,092470,Cleland; Elsa Eleanor & Barton; Andrew David,0,2,27,27
1655630452138,BIEB 174,A07,092471,Cleland; Elsa Eleanor & Barton; Andrew David,7,0,27,20
1655630452681,BILD 1,A01,092884,Pickett; Brooke Elizabeth,0,1,19,19
1655630452681,BILD 1,A02,092885,Pickett; Brooke Elizabeth,0,0,19,19
1655630452681,BILD 1,A03,092886,Pickett; Brooke Elizabeth,12,0,19,7
1655630452681,BILD 1,A04,092887,Pickett; Brooke Elizabeth,12,0,19,7
1655630452681,BILD 1,A05,092888,Pickett; Brooke Elizabeth,15,0,19,4
1655630452681,BILD 1,A06,092889,Pickett; Brooke Elizabeth,17,0,19,2
1655630452681,BILD 1,A07,092890,Pickett; Brooke Elizabeth,13,0,19,6
1655630452681,BILD 1,B01,092891,Pekkurnaz Banghart; Gulcin,4,0,19,15
1655630452681,BILD 1,B02,092892,Pekkurnaz Banghart; Gulcin,0,0,19,19
1655630452681,BILD 1,B03,092893,Pekkurnaz Banghart; Gulcin,17,0,19,2
1655630452681,BILD 1,B04,092894,Pekkurnaz Banghart; Gulcin,18,0,19,1
1655630452681,BILD 1,B05,092895,Pekkurnaz Banghart; Gulcin,14,0,19,5
1655630452681,BILD 1,B06,092896,Pekkurnaz Banghart; Gulcin,7,0,19,12
1655630452681,BILD 1,B07,092897,Pekkurnaz Banghart; Gulcin,17,0,19,2
1655630452681,BILD 1,C01,092421,Meaders; Clara Leigh,0,2,19,19
1655630452681,BILD 1,C02,092422,Meaders; Clara Leigh,0,1,19,19
1655630452681,BILD 1,C03,092423,Meaders; Clara Leigh,0,1,19,19
1655630452681,BILD 1,C04,092424,Meaders; Clara Leigh,0,1,19,19
1655630452681,BILD 1,C05,092425,Meaders; Clara Leigh,0,0,19,19
1655630452681,BILD 1,C06,092426,Meaders; Clara Leigh,0,0,19,19
1655630452681,BILD 1,C07,092427,Meaders; Clara Leigh,0,0,19,19
1655630452681,BILD 1,D01,092428,Meaders; Clara Leigh,0,0,19,19
1655630452681,BILD 1,D02,092429,Meaders; Clara Leigh,0,0,19,19
1655630452681,BILD 1,D03,092430,Meaders; Clara Leigh,0,0,19,19
1655630452681,BILD 1,D04,092431,Meaders; Clara Leigh,0,3,19,19
1655630452681,BILD 1,D05,092432,Meaders; Clara Leigh,0,2,19,19
1655630452681,BILD 1,D06,092433,Meaders; Clara Leigh,0,1,19,19
1655630452681,BILD 1,D07,092434,Meaders; Clara Leigh,0,1,19,19
1655630452681,BILD 1,E01,092445,Cooper; Andrew Michael,16,0,19,3
1655630452681,BILD 1,E02,092446,Cooper; Andrew Michael,18,0,19,1
1655630452681,BILD 1,E03,092447,Cooper; Andrew Michael,18,0,19,1
1655630452681,BILD 1,E04,092448,Cooper; Andrew Michael,18,0,19,1
1655630452681,BILD 1,E05,092449,Cooper; Andrew Michael,11,0,19,8
1655630452681,BILD 1,E06,092450,Cooper; Andrew Michael,16,0,19,3
1655630452681,BILD 1,E07,092451,Cooper; Andrew Michael,19,0,19,0
1655630453211,BILD 2,A01,092822,Glasgow; Stacey Marie,7,0,25,18
1655630453211,BILD 2,A02,092823,Glasgow; Stacey Marie,23,0,25,2
1655630453211,BILD 2,A03,092824,Glasgow; Stacey Marie,21,0,25,4
1655630453211,BILD 2,A04,092825,Glasgow; Stacey Marie,18,0,25,7
1655630453211,BILD 2,A05,092826,Glasgow; Stacey Marie,25,0,25,0
1655630453211,BILD 2,A06,092827,Glasgow; Stacey Marie,22,0,25,3
1655630453211,BILD 2,A07,092828,Glasgow; Stacey Marie,22,0,25,3
1655630453211,BILD 2,B01,092830,Owens; Melinda Tsao-Ying,0,0,25,25
1655630453211,BILD 2,B02,092831,Owens; Melinda Tsao-Ying,0,0,25,25
1655630453211,BILD 2,B03,092832,Owens; Melinda Tsao-Ying,0,0,25,25
1655630453211,BILD 2,B04,092833,Owens; Melinda Tsao-Ying,6,0,25,19
1655630453211,BILD 2,B05,092834,Owens; Melinda Tsao-Ying,0,3,25,25
1655630453211,BILD 2,B06,092835,Owens; Melinda Tsao-Ying,0,0,25,25
1655630453211,BILD 2,B07,092836,Owens; Melinda Tsao-Ying,11,0,25,14
1655630453211,BILD 2,C01,092668,Owens; Melinda Tsao-Ying,0,2,25,25
1655630453211,BILD 2,C02,092669,Owens; Melinda Tsao-Ying,0,1,25,25
1655630453211,BILD 2,C03,092670,Owens; Melinda Tsao-Ying,0,1,25,25
1655630453211,BILD 2,C04,092671,Owens; Melinda Tsao-Ying,0,1,25,25
1655630453211,BILD 2,C05,092672,Owens; Melinda Tsao-Ying,0,0,25,25
